ID,split
833176,test
833178,test
834003,test
834174,train
835004,train
835006,test
835173,val
835179,train
838003,val
840032,test
843030,val
843176,train
844003,test
844030,val
844172,train
848171,test
853003,train
856008,val
860002,val
863006,test
863007,train
863171,train
863173,train
866004,train
866172,train
868005,val
868006,test
868179,test
868181,val
875004,test
875030,train
875174,train
875180,train
875181,test
876030,train
878030,train
878031,test
878170,train
885030,test
891177,val
893003,train
893170,train
894030,train
894031,train
894032,val
894171,train
897006,train
897030,val
897031,test
898003,train
898030,test
898181,test
898182,train
899003,train
899177,train
904004,val
905030,val
906003,train
906004,val
906030,val
908006,test
910006,train
910007,train
915004,train
915005,train
916031,train
916032,train
916173,val
922003,train
922004,train
922005,val
922030,val
922170,test
922171,train
922172,test
922173,train
923004,train
931030,train
931031,train
931172,test
931173,train
934030,test
934031,test
934178,val
934179,train
935003,train
935004,val
935005,val
935176,train
939030,test
939032,val
939171,val
941031,train
941185,test
948030,train
951031,train
951171,test
958004,test
958030,val
958173,train
961003,val
961005,val
961006,train
961030,val
961031,val
961175,val
964003,val
964004,test
964005,train
964174,train
970003,val
970004,val
971004,train
971171,test
980003,val
980176,val
982003,train
982004,train
988030,train
988031,val
990030,val
990031,train
991030,test
991031,test
998003,train
998030,val
998170,val
999005,train
1014030,train
1014170,test
1028006,train
1030004,train
1030173,train
1033030,test
1033171,train
1036003,train
1036030,test
1037005,train
1038030,train
1038031,test
1038173,val
1043008,test
1048006,train
1048030,val
1051036,train
1051038,train
1051183,val
1055003,test
1055004,train
1055170,val
1055172,train
1060030,train
1060031,val
1060175,test
1061005,val
1061173,train
1064030,train
1064171,train
1066003,train
1066030,val
1066171,test
1068030,test
1068031,val
1068177,train
1072003,train
1072030,test
1072170,val
1072171,train
1074031,train
1077005,val
1079006,train
1080003,test
1081006,train
1083003,val
1083004,test
1083170,train
1084005,test
1084175,train
1088031,train
1088033,train
1089003,val
1089004,train
1089170,val
1093003,val
1093170,test
1094030,train
1095030,val
1095172,train
1098030,test
1098031,test
1098177,train
1099005,test
1100003,train
1100004,train
1100030,val
1100172,train
1105030,train
1107006,train
1107007,train
1107173,test
1107175,train
1109174,val
1111004,test
1121003,val
1121030,train
1121174,train
1121175,val
1125172,train
1126030,val
1126174,val
1126176,train
1127170,test
1127172,train
1129006,train
1131030,test
1131173,train
1141003,test
1141170,train
1141171,val
1142003,val
1142030,val
1142170,train
1142171,train
1144032,train
1144174,train
1147030,test
1147176,val
1149005,train
1149171,train
1151005,test
1151173,val
1152025,test
1152032,train
1152033,train
1152034,test
1152035,test
1152180,test
1152181,train
1152182,train
1152185,train
1155005,test
1155173,test
1161004,test
1161171,train
1162030,train
1163007,train
1163008,test
1163030,val
1163175,val
1164004,test
1164174,train
1166009,val
1167030,test
1167032,train
1167033,val
1168006,test
1168008,test
1168031,val
1169004,test
1175031,train
1181004,train
1184032,train
1184033,val
1184176,train
1185003,val
1185004,val
1185005,train
1191030,val
1192005,train
1193030,train
1193170,test
1200030,test
1203174,val
1211003,test
1211004,test
1213004,train
1220004,train
1220171,train
1221005,train
1221172,train
1222004,test
1222005,train
1222006,test
1222174,test
1222179,val
1230030,train
1230171,train
1233030,val
1233031,train
1233173,train
1236172,train
1241030,train
1241031,test
1241170,test
1242005,test
1242006,train
1242177,train
1249003,test
1255030,val
1258005,val
1258171,train
1260008,train
1260035,test
1260039,train
1260178,test
1260182,train
1261003,train
1266002,train
1266173,train
1267031,train
1267171,test
1269030,val
1269171,train
1282030,train
1282035,train
1284003,val
1284170,train
1287003,val
1292004,train
1292030,train
1298005,val
1298030,val
1300030,train
1300177,test
1302031,val
1306003,val
1306030,train
1306170,test
1306171,val
1311004,val
1314003,test
1314004,train
1314172,train
1315004,train
1315005,test
1315030,val
1315170,train
1315174,train
1332003,val
1332004,train
1332005,test
1332174,train
1335010,train
1335011,val
1335030,test
1335031,val
1335034,train
1335035,train
1335173,train
1335175,test
1335176,test
1335179,train
1335181,val
1338003,test
1345005,train
1345006,val
1345007,train
1346030,train
1351003,val
1351004,val
1351174,train
1353030,test
1353173,train
1355006,val
1358004,train
1363003,val
1377030,test
1377173,train
1383031,test
1383174,train
1384030,train
1384170,test
1391031,train
1391033,train
1391175,train
1394003,val
1394033,train
1394173,val
1397005,train
1397172,train
1398004,train
1398005,train
1399008,train
1401030,train
1407003,test
1407004,train
1407171,train
1407172,train
1411010,train
1411011,val
1411012,train
1411013,val
1411031,train
1411177,val
1411184,train
1415004,train
1419004,val
1419173,train
1426002,train
1426004,train
1429004,train
1429172,val
1430005,test
1430170,train
1431003,val
1431004,train
1431170,test
1431172,val
1434030,train
1434031,train
1434032,val
1434170,train
1434171,val
1434172,train
1435005,test
1438031,test
1438033,test
1459031,train
1462003,test
1462004,test
1462170,train
1462172,train
1468006,train
1468175,test
1473030,test
1473171,train
1475003,train
1475004,test
1480031,train
1485003,val
1485004,test
1485030,test
1485171,train
1494003,val
1494170,train
1494179,test
1496030,test
1496173,val
1498004,train
1498005,test
1498030,train
1498031,train
1498171,val
1501030,train
1501171,test
1510003,val
1510004,val
1510005,test
1516004,train
1516170,train
1520030,val
1520031,train
1520173,val
1522010,train
1522175,test
1522176,train
1525030,train
1525176,test
1529030,val
1533005,train
1533173,train
1540005,train
1540177,train
1542005,test
1542006,train
1542007,train
1542177,train
1547003,test
1547005,train
1549004,train
1551003,train
1551030,train
1551171,train
1551172,train
1559003,test
1559170,train
1565032,test
1565180,train
1566005,train
1567030,train
1567031,test
1570007,test
1571030,val
1571031,train
1571032,test
1571034,val
1571171,train
1572004,train
1572005,train
1572006,train
1572030,val
1579030,train
1590171,test
1591006,train
1597003,train
1597004,train
1608031,test
1610030,val
1611005,val
1611174,test
1612003,test
1612170,train
1613007,train
1613008,train
1613175,train
1613176,test
1621003,train
1621171,train
1624177,test
1627030,train
1627170,train
1628003,train
1628004,train
1630170,test
1633170,train
1633171,train
1633176,train
1634005,val
1644004,val
1645003,test
1645004,train
1645030,train
1645171,train
1645172,train
1648003,test
1648030,test
1648172,train
1652030,train
1652031,val
1652032,train
1652173,test
1652176,test
1655030,train
1657003,train
1663007,train
1663008,val
1663009,val
1663176,train
1668004,val
1670007,train
1670030,val
1670172,val
1679004,train
1682030,test
1682032,test
1684006,train
1684170,train
1684173,train
1687003,train
1687170,train
1689031,val
1690003,train
1690030,test
1690032,train
1690170,test
1692003,val
1692030,val
1692176,test
1695011,train
1695030,train
1695031,train
1695033,train
1695034,train
1695037,test
1695208,train
1697006,test
1697032,train
1697036,val
1697037,train
1698170,train
1700006,train
1700031,val
1700175,test
1701003,train
1701004,val
1701005,val
1701030,train
1701172,train
1701178,val
1709004,test
1709176,train
1711003,train
1711171,val
1721030,train
1722030,train
1722031,train
1722176,train
1723005,test
1723006,val
1723172,train
1726030,test
1726171,train
1731004,train
1731005,test
1732005,val
1732008,val
1739030,train
1750003,train
1750178,train
1751004,val
1751172,train
1762007,test
1762030,train
1762031,val
1762032,val
1762033,train
1762173,test
1762187,test
1763006,val
1763030,train
1763182,train
1767030,val
1774004,train
1774030,val
1774170,train
1774171,train
1775004,train
1775005,val
1775006,test
1775175,train
1775179,val
1775182,train
1780030,val
1782003,test
1782030,test
1784005,train
1784171,train
1786008,train
1786031,train
1786182,train
1786187,train
1786191,test
1787003,train
1787005,test
1787030,test
1787171,val
1787174,train
1787175,test
1795005,test
1795006,train
1798008,train
1798009,train
1799005,train
1799006,val
1802003,val
1802004,train
1803003,train
1807030,test
1821005,train
1821006,val
1821173,train
1822004,train
1822005,train
1822171,train
1830003,val
1830004,train
1830030,val
1830173,val
1831003,val
1831031,val
1837006,train
1837172,train
1839030,val
1839174,train
1845003,train
1845004,train
1845170,val
1850172,test
1862030,train
1862031,train
1862171,train
1862172,train
1878030,val
1879030,train
1879031,test
1887178,train
1892030,train
1892032,val
1893172,test
1893174,val
1894030,train
1894175,test
1898003,train
1898004,test
1901030,test
1905004,test
1905005,train
1905172,val
1905173,train
1911006,test
1911030,train
1914003,test
1914004,test
1914030,val
1916002,train
1917172,test
1918173,train
1919006,train
1919007,train
1919009,train
1919173,train
1919174,train
1919175,val
1920005,test
1920006,val
1926003,val
1928004,train
1928171,train
1935003,test
1935004,train
1935005,val
1936030,train
1939003,test
1939171,train
1947003,train
1947004,val
1947171,train
1954003,val
1954004,train
1954170,test
1954172,train
1955003,train
1955004,val
1955005,test
1956003,train
1956004,val
1956005,test
1959004,train
1959005,train
1960176,train
1961031,test
1964003,train
1964030,test
1964031,val
1964179,val
1970004,test
1970005,val
1970177,train
1970181,train
1972030,train
1972173,test
1972174,val
1975005,train
1978003,test
1978030,val
1978170,val
1978171,test
1988030,train
1988173,val
1994007,test
1994176,val
2004030,val
2005030,train
2011005,train
2011173,train
2011174,train
2012003,val
2012030,train
2012170,test
2016006,train
2017003,train
2017004,test
2017172,train
2019005,val
2019006,train
2019174,test
2019175,test
2023030,val
2026171,train
2028030,train
2028031,train
2028171,train
2030030,val
2030031,val
2032170,val
2032172,val
2034003,train
2034004,val
2034030,test
2051174,test
2053004,train
2055003,train
2055004,test
2055175,train
2055181,train
2056003,test
2056031,train
2059176,test
2060003,test
2060004,train
2060170,test
2061007,val
2061008,train
2062005,train
2067005,train
2067030,train
2067188,test
2067189,test
2069003,train
2080003,test
2080170,train
2083005,val
2083171,train
2086004,val
2086172,test
2088003,test
2088171,train
2106003,val
2106030,train
2106171,train
2108005,test
2109002,train
2117003,val
2117004,train
2117005,train
2117006,val
2117170,test
2117171,val
2119031,val
2124003,train
2124030,test
2124031,val
2125006,train
2127003,val
2127004,train
2127005,train
2127173,val
2128030,val
2129006,val
2129181,test
2129186,test
2133031,train
2138031,train
2138177,train
2146030,train
2150003,val
2150172,train
2151030,test
2151177,test
2164030,test
2164034,test
2164176,val
2176175,val
2177179,val
2181007,train
2181030,train
2181031,test
2187003,val
2187004,train
2188005,val
2191010,train
2191030,val
2192030,train
2192173,test
2194031,val
2195175,train
2196004,val
2196030,train
2196171,val
2196175,test
2199182,train
2201004,val
2206030,train
2210030,test
2210174,train
2212003,train
2212031,test
2222003,test
2224033,train
2224184,test
2224190,test
2237003,test
2237004,val
2237171,train
2237172,test
2238003,train
2238004,train
2238005,test
2238170,test
2238171,val
2238172,test
2240003,val
2240004,test
2240171,train
2243003,val
2243004,test
2243030,test
2243171,train
2243174,test
2246005,train
2246177,val
2248002,val
2248030,val
2248031,val
2248172,test
2250030,val
2252003,test
2252172,test
2255030,train
2255170,test
2256030,val
2260003,train
2260004,train
2260006,val
2260171,val
2260173,val
2261030,val
2261031,train
2261173,train
2261174,test
2263030,test
2271003,train
2271004,test
2271005,test
2271170,train
2271171,val
2272003,val
2277008,train
2277178,train
2278030,test
2278031,val
2278032,test
2278033,train
2278177,val
2278178,val
2278187,train
2280006,train
2281003,test
2282005,val
2282007,val
2292030,val
2292031,test
2292181,train
2297030,test
2297032,train
2297174,test
2299030,val
2300003,train
2300030,val
2300170,test
2302009,test
2302010,train
2302011,val
2302032,val
2302033,test
2302188,train
2302189,train
2302195,train
2302202,val
2304004,val
2304171,train
2305030,test
2311006,val
2311172,train
2312030,train
2312031,val
2321005,test
2323003,train
2323030,val
2323174,test
2327030,val
2327031,train
2330003,train
2330030,val
2330171,train
2334031,val
2335003,val
2335173,train
2336030,train
2338003,train
2341004,train
2341005,test
2341172,train
2352004,val
2352005,test
2352170,train
2353005,train
2353171,train
2353172,test
2354004,train
2354030,train
2354175,train
2355004,train
2355174,train
2357030,train
2366003,train
2379005,train
2379006,train
2379172,val
2383172,val
2391030,test
2392004,train
2392005,train
2392031,val
2392172,test
2392173,train
2393004,test
2393005,val
2393171,train
2397030,train
2397034,train
2397173,train
2408170,test
2409006,val
2409171,val
2410003,val
2410030,train
2410170,val
2410171,test
2411031,test
2412030,test
2412170,train
2416006,test
2416172,val
2418005,train
2422031,test
2422032,val
2422175,val
2422178,train
2425003,train
2429006,train
2432030,train
2432032,train
2432033,train
2434003,train
2434183,train
2435006,test
2435007,train
2435172,train
2435175,val
2435176,val
2436006,test
2436174,train
2436176,test
2441003,train
2441004,test
2441173,train
2441174,test
2441176,train
2443002,test
2443003,val
2444003,val
2444030,train
2455005,val
2458030,val
2458031,val
2459030,val
2461003,train
2461004,train
2461030,test
2464170,train
2464173,train
2468003,train
2469030,test
2472170,test
2473004,train
2473170,test
2474030,train
2474171,val
2478004,train
2483030,train
2485004,train
2485030,train
2485031,test
2485173,val
2485176,train
2487030,train
2490030,train
2490031,train
2496172,val
2500030,test
2501003,train
2501005,train
2501177,train
2501178,val
2502004,test
2502005,test
2502172,val
2503030,train
2503031,val
2509006,val
2509174,train
2509177,val
2510003,val
2510004,train
2510005,val
2510171,train
2510172,train
2515032,train
2516003,val
2516004,test
2518007,train
2518009,test
2524170,train
2524171,train
2524172,test
2524175,train
2525003,train
2525004,val
2525174,val
2526030,train
2529030,train
2529174,val
2529175,train
2530003,test
2530004,val
2530030,test
2530032,test
2530181,val
2530184,test
2532170,test
2537030,train
2545172,train
2547003,val
2547004,val
2547171,test
2557006,train
2566030,val
2568171,train
2569031,train
2569032,train
2569033,test
2577173,val
2578179,val
2579030,train
2580030,train
2586006,test
2586173,train
2590030,val
2593030,val
2593031,val
2593171,val
2601006,train
2603007,train
2603177,train
2608006,test
2608174,train
2610004,train
2610173,test
2611032,val
2611175,train
2611177,train
2613004,test
2614030,train
2614032,train
2614174,val
2615031,train
2615032,train
2615033,test
2615034,test
2615181,train
2615183,test
2618003,train
2618004,train
2618030,train
2618031,train
2618170,train
2621173,val
2628005,train
2628030,val
2628173,train
2629003,train
2629170,val
2632006,test
2633031,train
2633173,train
2639004,val
2640004,val
2640171,train
2642030,test
2642031,train
2644030,test
2645003,val
2645171,test
2645173,val
2646172,train
2655002,train
2655030,val
2655173,train
2656007,val
2656174,train
2660172,train
2661007,test
2661008,train
2661031,train
2661032,test
2661033,train
2661176,train
2661180,train
2665007,train
2665033,train
2665177,test
2665185,val
2672006,test
2672171,train
2678175,val
2679030,val
2680006,test
2680174,train
2682005,val
2688031,train
2689030,test
2697003,val
2699177,test
2701009,train
2701010,train
2701190,train
2701207,train
2704031,test
2704184,train
2705030,val
2705031,val
2707005,val
2707006,test
2707007,test
2707179,val
2712003,train
2712030,train
2712031,val
2712170,val
2712171,val
2712172,val
2714031,train
2714179,train
2715003,val
2715004,train
2716003,train
2717004,train
2717006,test
2717173,val
2727030,test
2730003,test
2730030,val
2731003,train
2731004,val
2731005,train
2731030,train
2738003,train
2738030,train
2738031,train
2738170,val
2738171,val
2750003,train
2750030,train
2750172,val
2752005,train
2752172,test
2753172,train
2755030,train
2755031,train
2755174,val
2755175,val
2756030,train
2760030,train
2760173,test
2761003,train
2764171,train
2770031,train
2771030,train
2771031,train
2776003,val
2776173,test
2779003,train
2779030,train
2780032,train
2786030,val
2786171,train
2794003,test
2794004,val
2799177,train
2802003,train
2805030,test
2806004,test
2806171,train
2807003,test
2807004,test
2807170,val
2816004,train
2816171,train
2828031,test
2831004,val
2831171,val
2835004,train
2835170,train
2838031,test
2845030,train
2845178,train
2846006,val
2846175,train
2847030,train
2847031,train
2848008,train
2848009,test
2848010,train
2848030,train
2848174,train
2848184,val
2850030,test
2850172,train
2851005,train
2852005,val
2852006,val
2852030,train
2852032,train
2852172,train
2852184,train
2860006,train
2860171,test
2860177,test
2869030,val
2869170,train
2876003,test
2880004,train
2881004,train
2881032,train
2882171,test
2884005,train
2885031,train
2885032,train
2892171,train
2892172,test
2893030,val
2895030,train
2895176,train
2897003,test
2897004,train
2897005,test
2897006,test
2897030,test
2900004,train
2900030,train
2900031,train
2900171,test
2902003,train
2902004,test
2902174,train
2907006,train
2907007,train
2907008,test
2907009,test
2907174,val
2910002,train
2915172,train
2916030,val
2920030,test
2920175,test
2921004,train
2924003,train
2924030,train
2927030,val
3047001,train
3057001,train
3057002,val
3062001,train
3107001,test
3131001,val
3137007,train
3143002,train
3190021,test
3199003,train
3210002,train
3218001,train
3228002,train
3231002,train
3235002,val
3247001,val
3283001,val
3283002,train
3285001,train
3306001,test
3312170,train
3316021,train
3367002,train
3368006,train
3381003,test
3394002,train
3406001,val
3409002,train
3430001,test
3430002,val
3432001,train
3432002,val
3462002,val
3492001,val
5012006,train
5015030,val
5015031,train
5016170,val
5018004,test
5031005,train
5031006,train
5031007,test
5031009,val
5037005,val
5037188,test
5040006,train
5040030,train
5045003,train
5048030,val
5052033,train
5055005,train
5055031,test
5055171,val
5055173,train
5055178,train
5057008,train
5057015,train
5057032,train
5057190,test
5065031,train
5065032,train
5065034,train
5066006,test
5066007,train
5066009,train
5082003,train
5120003,train
5120004,train
5120005,test
5120177,test
5133003,test
5136009,train
5136011,test
5142004,val
5142174,train
5145030,val
5145032,train
5154008,train
5154032,train
5161007,train
5161008,train
5163030,val
5170009,train
5170010,test
5170011,val
5170030,train
5170033,train
5170184,train
5171008,val
5171170,train
5177007,test
5177171,train
5182030,train
5182034,val
5182176,val
5182182,val
5182185,val
5199004,train
5199178,test
5200170,train
5215003,train
5219030,test
5219195,val
5230008,train
5230030,train
5241030,train
5259010,train
5264004,test
5264170,test
5274003,val
5274004,test
5287007,val
5287008,train
5287178,test
5290008,train
5290176,train
5292015,train
5294003,test
5294175,val
5299009,val
5299010,test
5299012,val
5299035,test
5299172,test
5305030,test
5306002,train
5306003,train
5308173,val
5314004,test
5314030,train
5314171,test
5314172,train
5315006,train
5315030,train
5315173,train
5323003,val
5332030,train
5336007,train
5336179,train
5348007,train
5348179,val
5350030,test
5350031,val
5360004,train
5363003,test
5363004,test
5364005,train
5364006,test
5366032,val
5366033,train
5375003,train
5375170,train
5379003,test
5379004,test
5379171,test
5392030,train
5392031,train
5393033,test
5396003,test
5396170,val
5396172,train
5397004,train
5397005,train
5397030,train
5403005,val
5403171,val
5406173,test
5416006,test
5417004,test
5424030,train
5425003,train
5429007,train
5429008,train
5429030,train
5430005,train
5430030,train
5430031,train
5430171,train
5430173,train
5430183,val
5430191,train
5430200,test
5440003,train
5442031,val
5442034,test
5443007,train
5443171,train
5447005,train
5447030,val
5447176,train
5449030,train
5449031,train
5451171,train
5459003,train
5459004,val
5459005,train
5459176,val
5459177,train
5462005,val
5462006,test
5462170,test
5463006,train
5463030,test
5463178,train
5464032,train
5464184,train
5477006,train
5477030,test
5478005,train
5478006,test
5479030,train
5488006,val
5488007,train
5488173,train
5489030,val
5491005,test
5491177,val
5493006,test
5493007,test
5494005,val
5495030,val
5498006,train
5499006,test
5499007,val
5499008,train
5501012,train
5501032,train
5503030,test
5503174,train
5510004,val
5513030,train
5526014,test
5526016,train
5537009,val
5537010,train
5537031,test
5537173,val
5537177,train
5537179,test
5537183,train
5539006,train
5539172,val
5547009,train
5548010,val
5548011,val
5549006,val
5549007,train
5553173,train
5559003,train
5559005,train
5559176,val
5560032,test
5560035,val
5560186,test
5565030,val
5565031,test
5565032,train
5566031,train
5566173,train
5569008,test
5569009,train
5569010,test
5570010,test
5570011,train
5570012,train
5570030,train
5570031,test
5570033,train
5570034,val
5570203,val
5573009,val
5573033,train
5573183,val
5576030,train
5576031,val
5584030,val
5592005,train
5592006,val
5592007,train
5600005,test
5610005,test
5612008,val
5612009,test
5612181,train
5612183,train
5613011,test
5613012,train
5613013,test
5613182,train
5614004,val
5614005,train
5614170,train
5615010,test
5615011,train
5615181,train
5615183,val
5621005,test
5621006,train
5621007,test
5621008,train
5621009,test
5621170,train
5621171,train
5621177,train
5623006,train
5623007,val
5623008,val
5623009,train
5626010,val
5628006,test
5634188,test
5635031,train
5640032,train
5646006,val
5656011,val
5660005,train
5660006,train
5663032,train
5663034,val
5663181,val
5664003,train
5676007,val
5676176,train
5678004,test
5678030,train
5680004,train
5680005,train
5683007,train
5683008,test
5683031,test
5684006,test
5684030,val
5684034,train
5689006,train
5689007,test
5689009,test
5689010,train
5693011,val
5693030,train
5693032,train
5706009,val
5748006,train
5749006,val
5749030,train
5774030,test
5774170,val
5784004,train
5784005,test
5784173,val
5812009,train
5812010,train
5812013,train
5812033,train
5812175,test
5814005,val
5814030,train
5814031,train
5814032,test
5814033,val
5814034,train
5819004,test
5819005,val
5821007,val
5821008,train
5821170,train
5821172,train
5822175,train
5825175,val
5832003,train
5834173,val
5835183,val
5839030,val
5849008,train
5849031,val
5853033,train
5853034,val
5858179,test
5861003,test
5863033,test
5872005,val
5872006,train
5872031,train
5876004,train
5898005,test
5898006,train
5900004,train
5900006,val
5900007,test
5904032,test
5904033,val
5904182,train
5916007,val
5916008,val
5921003,train
5921004,train
5922010,test
5922013,val
5922030,test
5922038,test
5922170,test
5922171,train
5922194,val
5922210,train
5925030,train
5925033,train
5925170,val
5925175,test
5926004,test
5926005,train
5926006,val
5926171,val
5926174,test
5938031,train
5938170,train
5940003,val
5940030,train
5940178,val
5942009,train
5947172,val
5959177,test
5960007,val
5960008,train
5960033,val
5960034,test
5960181,train
5960188,train
5964004,test
5965177,val
5968004,test
5968005,train
5969006,train
5977007,train
5977030,test
5977173,val
5984030,test
5987188,train
5991003,test
5995005,train
5995006,val
5995030,train
6009004,val
6026005,train
6026172,train
6028008,train
6028032,val
6030005,train
6030007,train
6030008,test
6030033,test
6030177,train
6040008,test
6041004,train
6051184,train
6052005,train
6053006,val
6053031,val
6053175,train
6054030,test
6054031,train
6054186,train
6064004,train
6073004,train
6073030,train
6073031,train
6073173,val
6073176,val
6077004,val
6077174,test
6086003,val
6088031,train
6093006,val
6093007,test
6093010,val
6093011,train
6093170,test
6103007,val
6103008,train
6103179,train
6107008,val
6107030,val
6110030,test
6112031,train
6112200,test
6114182,train
6115011,train
6115015,train
6120195,val
6121011,train
6121013,train
6121030,train
6121033,train
6121034,train
6121035,train
6121180,val
6121196,test
6125030,train
6127004,test
6133171,train
6150004,val
6156008,test
6157003,train
6159003,train
6159005,val
6159030,test
6159175,test
6159176,train
6161007,test
6165006,val
6165177,test
6166012,val
6166014,train
6166033,train
6166038,test
6166046,test
6170004,train
6170005,val
6170006,train
6179003,test
6179170,train
6179173,val
6187010,val
6187011,test
6187012,train
6187173,train
6191004,train
6191006,train
6191007,val
6191179,train
6200010,train
6200011,train
6200175,test
6205010,train
6205031,train
6205177,train
6210007,val
6210008,test
6210179,train
6210183,train
6212002,train
6212003,test
6212030,train
6212031,val
6228030,train
6229005,test
6229006,test
6231031,train
6232030,train
6232032,train
6233009,test
6233032,val
6250007,train
6262030,train
6275007,test
6281179,train
6287032,test
6287033,val
6305007,train
6316004,test
6316006,test
6335008,train
6335010,val
6350007,train
6357030,train
6357031,val
6361006,val
6365008,train
6365009,train
6365010,val
6365011,test
6365177,train
6366004,test
6367031,train
6368007,test
6370009,train
6370031,train
6370032,train
6370033,val
6370181,train
6370186,train
6376004,train
6377005,train
6377170,train
6381004,val
6381006,train
6381007,train
6381008,val
6381181,train
6396003,train
6411003,train
6411170,val
6412003,val
6412170,val
6413010,test
6413035,train
6413190,test
6414031,train
6431004,val
6431008,train
6431194,train
6434004,val
6434171,train
6436031,train
6436033,train
6438005,val
6444003,val
6475006,val
6475007,train
6475010,train
6475030,test
6475031,test
6475032,train
6475170,test
6475190,train
6476174,val
6478008,train
6478030,train
6478173,train
6485008,train
6485009,train
6485010,test
6485012,test
6485031,val
6489002,test
6494003,val
6494185,val
6498006,test
6509004,train
6519007,test
6519030,train
