ID,split
719031,train
722030,test
722178,val
722179,val
729005,train
729006,train
729030,train
731032,test
733005,val
734004,test
734005,val
734172,train
737170,val
738003,test
738030,train
738172,train
749003,test
750004,train
750005,train
750030,train
750170,val
750174,train
751030,val
751031,train
751178,val
751183,val
762003,train
762004,train
762030,train
762170,val
762172,train
769003,val
769004,test
769173,train
769174,train
771003,train
771030,test
773003,val
773004,test
773170,train
773173,test
774171,val
775004,val
775005,val
775030,train
776003,val
779030,val
782003,test
783003,train
783004,test
783030,val
783171,train
783172,val
784004,train
789030,val
796005,train
796006,test
808031,val
817003,test
817030,train
826003,train
826004,val
828030,train
832003,train
832030,test
832172,train
833005,val
833006,test
833030,val
833176,train
833178,test
834003,train
834174,val
835004,train
835006,train
835173,test
835179,val
838003,test
840032,test
843030,val
843176,train
844003,train
844030,test
844172,test
848171,val
853003,test
856008,val
860002,train
863006,train
863007,val
863171,train
863173,val
866004,train
866172,test
868005,train
868006,test
868179,test
868181,train
875004,test
875030,train
875174,val
875180,val
875181,val
876030,train
878030,train
878031,val
878170,train
885030,train
891177,train
893003,test
893170,val
894030,test
894031,train
894032,test
894171,test
897006,test
897030,train
897031,val
898003,train
898030,train
898181,train
898182,train
899003,test
899177,train
904004,test
905030,train
906003,val
906004,train
906030,test
908006,train
910006,train
910007,train
915004,test
915005,test
916031,train
916032,train
916173,train
922003,test
922004,val
922005,val
922030,train
922170,test
922171,train
922172,train
922173,test
923004,val
931030,test
931031,train
931172,test
931173,train
934030,val
934031,val
934178,test
934179,val
935003,train
935004,train
935005,test
935176,train
939030,train
939032,train
939171,train
941031,test
941185,train
948030,test
951031,val
951171,train
958004,test
958030,train
958173,train
961003,train
961005,test
961006,train
961030,val
961031,test
961175,train
964003,test
964004,val
964005,val
964174,val
970003,test
970004,val
971004,train
971171,train
980003,train
980176,val
982003,test
982004,test
988030,train
988031,val
990030,train
990031,train
991030,test
991031,val
998003,val
998030,val
998170,test
999005,train
1014030,train
1014170,train
1028006,train
1030004,test
1030173,test
1033030,val
1033171,test
1036003,test
1036030,test
1037005,val
1038030,train
1038031,train
1038173,test
1043008,train
1048006,val
1048030,test
1051036,train
1051038,test
1051183,test
1055003,train
1055004,val
1055170,val
1055172,val
1060030,train
1060031,train
1060175,train
1061005,val
1061173,test
1064030,test
1064171,train
1066003,test
1066030,val
1066171,train
1068030,train
1068031,train
1068177,val
1072003,test
1072030,train
1072170,train
1072171,train
1074031,train
1077005,train
1079006,train
1080003,train
1081006,train
1083003,val
1083004,val
1083170,test
1084005,train
1084175,val
1088031,train
1088033,test
1089003,train
1089004,train
1089170,train
1093003,train
1093170,val
1094030,train
1095030,train
1095172,train
1098030,val
1098031,val
1098177,train
1099005,train
1100003,val
1100004,train
1100030,test
1100172,val
1105030,test
1107006,test
1107007,test
1107173,val
1107175,train
1109174,train
1111004,train
1121003,train
1121030,train
1121174,train
1121175,train
1125172,train
1126030,train
1126174,train
1126176,train
1127170,val
1127172,val
1129006,train
1131030,train
1131173,val
1141003,train
1141170,val
1141171,val
1142003,train
1142030,test
1142170,train
1142171,test
1144032,train
1144174,train
1147030,val
1147176,train
1149005,train
1149171,train
1151005,train
1151173,test
1152025,test
1152032,train
1152033,train
1152034,test
1152035,test
1152180,train
1152181,train
1152182,test
1152185,val
1155005,train
1155173,train
1161004,train
1161171,train
1162030,test
1163007,train
1163008,train
1163030,val
1163175,train
1164004,val
1164174,train
1166009,val
1167030,train
1167032,val
1167033,train
1168006,train
1168008,train
1168031,test
1169004,val
1175031,train
1181004,val
1184032,train
1184033,val
1184176,train
1185003,train
1185004,val
1185005,train
1191030,train
1192005,val
1193030,train
1193170,val
1200030,train
1203174,val
1211003,val
1211004,train
1213004,train
1220004,test
1220171,train
1221005,train
1221172,test
1222004,val
1222005,train
1222006,test
1222174,train
1222179,val
1230030,val
1230171,val
1233030,test
1233031,train
1233173,test
1236172,train
1241030,val
1241031,train
1241170,train
1242005,train
1242006,train
1242177,train
1249003,test
1255030,train
1258005,train
1258171,val
1260008,train
1260035,val
1260039,train
1260178,train
1260182,val
1261003,train
1266002,train
1266173,test
1267031,val
1267171,train
1269030,train
1269171,train
1282030,val
1282035,val
1284003,train
1284170,test
1287003,val
1292004,test
1292030,val
1298005,test
1298030,test
1300030,test
1300177,train
1302031,train
1306003,test
1306030,train
1306170,test
1306171,val
1311004,train
1314003,train
1314004,train
1314172,train
1315004,train
1315005,test
1315030,test
1315170,val
1315174,val
1332003,val
1332004,val
1332005,val
1332174,train
1335010,val
1335011,val
1335030,val
1335031,train
1335034,test
1335035,val
1335173,val
1335175,val
1335176,test
1335179,test
1335181,test
1338003,val
1345005,test
1345006,train
1345007,test
1346030,val
1351003,train
1351004,test
1351174,train
1353030,train
1353173,train
1355006,test
1358004,val
1363003,test
1377030,val
1377173,test
1383031,train
1383174,test
1384030,val
1384170,train
1391031,train
1391033,train
1391175,train
1394003,train
1394033,val
1394173,test
1397005,train
1397172,train
1398004,train
1398005,train
1399008,val
1401030,val
1407003,train
1407004,train
1407171,train
1407172,train
1411010,train
1411011,train
1411012,val
1411013,test
1411031,train
1411177,val
1411184,val
1415004,train
1419004,train
1419173,train
1426002,test
1426004,train
1429004,test
1429172,train
1430005,train
1430170,train
1431003,train
1431004,val
1431170,val
1431172,train
1434030,test
1434031,train
1434032,train
1434170,val
1434171,train
1434172,val
1435005,train
1438031,train
1438033,val
1459031,train
1462003,train
1462004,train
1462170,train
1462172,val
1468006,val
1468175,test
1473030,train
1473171,test
1475003,val
1475004,val
1480031,val
1485003,test
1485004,train
1485030,train
1485171,val
1494003,train
1494170,test
1494179,train
1496030,val
1496173,val
1498004,test
1498005,test
1498030,test
1498031,train
1498171,val
1501030,val
1501171,train
1510003,test
1510004,test
1510005,train
1516004,val
1516170,val
1520030,val
1520031,train
1520173,val
1522010,val
1522175,train
1522176,test
1525030,val
1525176,train
1529030,test
1533005,val
1533173,test
1540005,train
1540177,train
1542005,train
1542006,test
1542007,train
1542177,train
1547003,train
1547005,test
1549004,train
1551003,val
1551030,train
1551171,test
1551172,train
1559003,test
1559170,val
1565032,train
1565180,train
1566005,test
1567030,train
1567031,train
1570007,test
1571030,train
1571031,test
1571032,train
1571034,val
1571171,test
1572004,train
1572005,train
1572006,val
1572030,train
1579030,test
1590171,val
1591006,val
1597003,train
1597004,test
1608031,train
1610030,test
1611005,train
1611174,train
1612003,train
1612170,train
1613007,val
1613008,val
1613175,train
1613176,train
1621003,train
1621171,train
1624177,train
1627030,val
1627170,test
1628003,val
1628004,train
1630170,train
1633170,train
1633171,train
1633176,val
1634005,val
1644004,test
1645003,val
1645004,test
1645030,test
1645171,test
1645172,train
1648003,test
1648030,val
1648172,test
1652030,test
1652031,train
1652032,train
1652173,test
1652176,test
1655030,test
1657003,train
1663007,test
1663008,train
1663009,val
1663176,test
1668004,test
1670007,test
1670030,train
1670172,val
1679004,val
1682030,val
1682032,train
1684006,test
1684170,train
1684173,val
1687003,val
1687170,test
1689031,val
1690003,val
1690030,test
1690032,train
1690170,val
1692003,val
1692030,test
1692176,test
1695011,val
1695030,val
1695031,train
1695033,train
1695034,train
1695037,train
1695208,test
1697006,train
1697032,test
1697036,val
1697037,val
1698170,train
1700006,test
1700031,test
1700175,val
1701003,val
1701004,val
1701005,train
1701030,test
1701172,val
1701178,test
1709004,val
1709176,train
1711003,test
1711171,train
1721030,train
1722030,test
1722031,test
1722176,train
1723005,val
1723006,test
1723172,val
1726030,train
1726171,test
1731004,train
1731005,train
1732005,val
1732008,train
1739030,train
1750003,train
1750178,train
1751004,test
1751172,train
1762007,test
1762030,val
1762031,val
1762032,test
1762033,val
1762173,test
1762187,train
1763006,test
1763030,val
1763182,test
1767030,test
1774004,train
1774030,test
1774170,train
1774171,train
1775004,test
1775005,train
1775006,train
1775175,test
1775179,train
1775182,train
1780030,test
1782003,test
1782030,train
1784005,test
1784171,train
1786008,train
1786031,train
1786182,test
1786187,train
1786191,train
1787003,test
1787005,val
1787030,val
1787171,val
1787174,test
1787175,val
1795005,test
1795006,test
1798008,val
1798009,test
1799005,train
1799006,test
1802003,val
1802004,train
1803003,train
1807030,test
1821005,train
1821006,train
1821173,test
1822004,test
1822005,train
1822171,test
1830003,train
1830004,train
1830030,train
1830173,train
1831003,test
1831031,test
1837006,val
1837172,train
1839030,train
1839174,train
1845003,train
1845004,train
1845170,train
1850172,val
1862030,test
1862031,val
1862171,train
1862172,val
1878030,test
1879030,val
1879031,test
1887178,test
1892030,train
1892032,val
1893172,train
1893174,test
1894030,train
1894175,train
1898003,train
1898004,train
1901030,test
1905004,test
1905005,test
1905172,train
1905173,test
1911006,train
1911030,train
1914003,val
1914004,test
1914030,train
1916002,train
1917172,test
1918173,train
1919006,val
1919007,val
1919009,train
1919173,test
1919174,test
1919175,val
1920005,test
1920006,test
1926003,test
1928004,train
1928171,test
1935003,val
1935004,val
1935005,train
1936030,train
1939003,val
1939171,train
1947003,val
1947004,val
1947171,val
1954003,train
1954004,train
1954170,train
1954172,train
1955003,train
1955004,val
1955005,val
1956003,val
1956004,val
1956005,val
1959004,val
1959005,train
1960176,val
1961031,train
1964003,train
1964030,train
1964031,val
1964179,train
1970004,test
1970005,train
1970177,val
1970181,test
1972030,train
1972173,val
1972174,test
1975005,train
1978003,val
1978030,test
1978170,train
1978171,test
1988030,test
1988173,train
1994007,test
1994176,train
2004030,test
2005030,val
2011005,val
2011173,train
2011174,test
2012003,val
2012030,train
2012170,train
2016006,train
2017003,train
2017004,train
2017172,train
2019005,train
2019006,val
2019174,val
2019175,train
2023030,train
2026171,train
2028030,train
2028031,train
2028171,train
2030030,test
2030031,val
2032170,train
2032172,test
2034003,train
2034004,train
2034030,val
2051174,train
2053004,val
2055003,test
2055004,train
2055175,train
2055181,train
2056003,val
2056031,train
2059176,train
2060003,val
2060004,train
2060170,val
2061007,train
2061008,train
2062005,test
2067005,test
2067030,train
2067188,val
2067189,test
2069003,train
2080003,val
2080170,train
2083005,train
2083171,train
2086004,val
2086172,test
2088003,train
2088171,train
2106003,test
2106030,train
2106171,test
2108005,val
2109002,test
2117003,val
2117004,train
2117005,train
2117006,val
2117170,train
2117171,train
2119031,train
2124003,test
2124030,test
2124031,train
2125006,test
2127003,train
2127004,train
2127005,test
2127173,train
2128030,val
2129006,val
2129181,train
2129186,val
2133031,train
2138031,train
2138177,train
2146030,train
2150003,test
2150172,val
2151030,train
2151177,val
2164030,train
2164034,test
2164176,val
2176175,test
2177179,train
2181007,val
2181030,val
2181031,test
2187003,train
2187004,test
2188005,train
2191010,train
2191030,train
2192030,train
2192173,test
2194031,train
2195175,val
2196004,val
2196030,val
2196171,val
2196175,val
2199182,val
2201004,test
2206030,train
2210030,test
2210174,train
2212003,test
2212031,train
2222003,train
2224033,train
2224184,test
2224190,test
2237003,train
2237004,val
2237171,val
2237172,test
2238003,val
2238004,val
2238005,train
2238170,test
2238171,train
2238172,train
2240003,val
2240004,train
2240171,test
2243003,val
2243004,train
2243030,test
2243171,test
2243174,train
2246005,test
2246177,train
2248002,val
2248030,train
2248031,val
2248172,train
2250030,train
2252003,train
2252172,test
2255030,train
2255170,test
2256030,train
2260003,train
2260004,val
2260006,val
2260171,train
2260173,test
2261030,val
2261031,train
2261173,train
2261174,test
2263030,val
2271003,train
2271004,val
2271005,test
2271170,train
2271171,train
2272003,train
2277008,val
2277178,val
2278030,test
2278031,test
2278032,test
2278033,test
2278177,train
2278178,test
2278187,test
2280006,test
2281003,test
2282005,test
2282007,train
2292030,test
2292031,train
2292181,test
2297030,test
2297032,val
2297174,train
2299030,train
2300003,test
2300030,val
2300170,test
2302009,test
2302010,test
2302011,train
2302032,val
2302033,test
2302188,train
2302189,train
2302195,train
2302202,val
2304004,test
2304171,val
2305030,val
2311006,val
2311172,train
2312030,test
2312031,val
2321005,test
2323003,val
2323030,val
2323174,train
2327030,train
2327031,test
2330003,train
2330030,train
2330171,train
2334031,train
2335003,train
2335173,train
2336030,test
2338003,val
2341004,train
2341005,train
2341172,test
2352004,val
2352005,train
2352170,train
2353005,train
2353171,train
2353172,test
2354004,train
2354030,train
2354175,train
2355004,train
2355174,train
2357030,val
2366003,val
2379005,test
2379006,test
2379172,val
2383172,val
2391030,val
2392004,test
2392005,test
2392031,val
2392172,train
2392173,train
2393004,train
2393005,train
2393171,val
2397030,train
2397034,val
2397173,train
2408170,train
2409006,train
2409171,test
2410003,train
2410030,val
2410170,train
2410171,train
2411031,train
2412030,train
2412170,train
2416006,train
2416172,train
2418005,train
2422031,train
2422032,train
2422175,train
2422178,train
2425003,train
2429006,val
2432030,test
2432032,train
2432033,test
2434003,train
2434183,test
2435006,val
2435007,train
2435172,train
2435175,train
2435176,train
2436006,test
2436174,test
2436176,train
2441003,train
2441004,train
2441173,test
2441174,train
2441176,train
2443002,train
2443003,train
2444003,val
2444030,val
2455005,train
2458030,test
2458031,test
2459030,train
2461003,val
2461004,test
2461030,val
2464170,train
2464173,train
2468003,test
2469030,train
2472170,val
2473004,test
2473170,train
2474030,val
2474171,test
2478004,train
2483030,test
2485004,test
2485030,train
2485031,train
2485173,val
2485176,val
2487030,train
2490030,test
2490031,test
2496172,val
2500030,train
2501003,train
2501005,val
2501177,val
2501178,val
2502004,train
2502005,train
2502172,val
2503030,train
2503031,test
2509006,test
2509174,val
2509177,train
2510003,train
2510004,train
2510005,train
2510171,test
2510172,train
2515032,val
2516003,val
2516004,val
2518007,train
2518009,test
2524170,train
2524171,test
2524172,val
2524175,test
2525003,val
2525004,train
2525174,train
2526030,test
2529030,train
2529174,val
2529175,train
2530003,test
2530004,val
2530030,test
2530032,test
2530181,train
2530184,train
2532170,val
2537030,train
2545172,test
2547003,val
2547004,train
2547171,val
2557006,train
2566030,val
2568171,test
2569031,test
2569032,train
2569033,val
2577173,test
2578179,test
2579030,val
2580030,train
2586006,test
2586173,train
2590030,train
2593030,train
2593031,train
2593171,train
2601006,val
2603007,train
2603177,train
2608006,test
2608174,train
2610004,train
2610173,train
2611032,train
2611175,test
2611177,test
2613004,val
2614030,val
2614032,train
2614174,train
2615031,test
2615032,test
2615033,test
2615034,train
2615181,val
2615183,train
2618003,train
2618004,train
2618030,train
2618031,test
2618170,val
2621173,train
2628005,train
2628030,train
2628173,train
2629003,train
2629170,val
2632006,test
2633031,test
2633173,train
2639004,train
2640004,test
2640171,test
2642030,train
2642031,train
2644030,train
2645003,train
2645171,train
2645173,val
2646172,train
2655002,train
2655030,val
2655173,val
2656007,test
2656174,val
2660172,val
2661007,train
2661008,train
2661031,test
2661032,val
2661033,test
2661176,test
2661180,val
2665007,train
2665033,val
2665177,test
2665185,train
2672006,val
2672171,test
2678175,train
2679030,val
2680006,test
2680174,test
2682005,train
2688031,val
2689030,test
2697003,train
2699177,train
2701009,train
2701010,train
2701190,train
2701207,test
2704031,val
2704184,train
2705030,train
2705031,train
2707005,train
2707006,val
2707007,train
2707179,test
2712003,val
2712030,train
2712031,train
2712170,train
2712171,train
2712172,val
2714031,val
2714179,train
2715003,train
2715004,train
2716003,val
2717004,train
2717006,train
2717173,test
2727030,train
2730003,train
2730030,train
2731003,train
2731004,train
2731005,train
2731030,train
2738003,train
2738030,val
2738031,val
2738170,train
2738171,train
2750003,train
2750030,test
2750172,train
2752005,val
2752172,test
2753172,train
2755030,test
2755031,train
2755174,train
2755175,train
2756030,train
2760030,val
2760173,val
2761003,test
2764171,train
2770031,train
2771030,train
2771031,val
2776003,val
2776173,train
2779003,train
2779030,val
2780032,test
2786030,train
2786171,val
2794003,test
2794004,test
2799177,train
2802003,train
2805030,test
2806004,train
2806171,train
2807003,train
2807004,train
2807170,val
2816004,train
2816171,val
2828031,val
2831004,test
2831171,test
2835004,train
2835170,test
2838031,train
2845030,val
2845178,val
2846006,test
2846175,train
2847030,train
2847031,train
2848008,train
2848009,test
2848010,val
2848030,val
2848174,test
2848184,test
2850030,val
2850172,train
2851005,train
2852005,test
2852006,val
2852030,train
2852032,test
2852172,train
2852184,train
2860006,test
2860171,val
2860177,train
2869030,train
2869170,train
2876003,train
2880004,train
2881004,train
2881032,train
2882171,test
2884005,test
2885031,test
2885032,train
2892171,train
2892172,test
2893030,train
2895030,train
2895176,train
2897003,train
2897004,val
2897005,train
2897006,test
2897030,train
2900004,val
2900030,train
2900031,train
2900171,train
2902003,test
2902004,val
2902174,val
2907006,train
2907007,val
2907008,train
2907009,train
2907174,val
2910002,train
2915172,val
2916030,val
2920030,test
2920175,val
2921004,test
2924003,val
2924030,val
2927030,train
3047001,train
3057001,train
3057002,train
3062001,train
3107001,val
3131001,test
3137007,train
3143002,val
3190021,test
3199003,val
3210002,val
3218001,train
3228002,test
3231002,train
3235002,test
3247001,train
3283001,test
3283002,test
3285001,val
3306001,train
3312170,val
3316021,train
3367002,test
3368006,val
3381003,val
3394002,train
3406001,test
3409002,train
3430001,test
3430002,train
3432001,test
3432002,train
3462002,train
3492001,train
5012006,val
5015030,train
5015031,val
5016170,train
5018004,train
5031005,test
5031006,test
5031007,test
5031009,val
5037005,val
5037188,val
5040006,train
5040030,val
5045003,test
5048030,test
5052033,train
5055005,val
5055031,test
5055171,test
5055173,val
5055178,test
5057008,train
5057015,val
5057032,val
5057190,train
5065031,test
5065032,train
5065034,val
5066006,test
5066007,val
5066009,train
5082003,train
5120003,train
5120004,train
5120005,train
5120177,val
5133003,train
5136009,test
5136011,test
5142004,train
5142174,train
5145030,test
5145032,train
5154008,train
5154032,train
5161007,test
5161008,val
5163030,test
5170009,test
5170010,val
5170011,test
5170030,train
5170033,train
5170184,test
5171008,train
5171170,train
5177007,val
5177171,train
5182030,train
5182034,train
5182176,test
5182182,train
5182185,val
5199004,test
5199178,train
5200170,train
5215003,val
5219030,train
5219195,test
5230008,train
5230030,test
5241030,val
5259010,train
5264004,train
5264170,test
5274003,test
5274004,test
5287007,train
5287008,train
5287178,val
5290008,train
5290176,train
5292015,val
5294003,train
5294175,test
5299009,train
5299010,test
5299012,train
5299035,train
5299172,train
5305030,train
5306002,test
5306003,test
5308173,train
5314004,train
5314030,train
5314171,val
5314172,val
5315006,train
5315030,test
5315173,train
5323003,test
5332030,train
5336007,train
5336179,val
5348007,test
5348179,train
5350030,train
5350031,train
5360004,val
5363003,val
5363004,train
5364005,train
5364006,train
5366032,train
5366033,train
5375003,test
5375170,val
5379003,test
5379004,train
5379171,val
5392030,train
5392031,train
5393033,val
5396003,train
5396170,val
5396172,train
5397004,train
5397005,train
5397030,test
5403005,train
5403171,val
5406173,train
5416006,train
5417004,train
5424030,train
5425003,train
5429007,test
5429008,test
5429030,val
5430005,val
5430030,val
5430031,train
5430171,train
5430173,test
5430183,val
5430191,val
5430200,val
5440003,train
5442031,test
5442034,val
5443007,train
5443171,val
5447005,test
5447030,val
5447176,train
5449030,train
5449031,train
5451171,train
5459003,val
5459004,train
5459005,val
5459176,val
5459177,train
5462005,train
5462006,test
5462170,test
5463006,test
5463030,train
5463178,train
5464032,train
5464184,test
5477006,val
5477030,test
5478005,train
5478006,val
5479030,train
5488006,test
5488007,test
5488173,val
5489030,train
5491005,val
5491177,val
5493006,val
5493007,train
5494005,train
5495030,val
5498006,val
5499006,test
5499007,train
5499008,train
5501012,test
5501032,val
5503030,test
5503174,test
5510004,train
5513030,val
5526014,train
5526016,test
5537009,train
5537010,test
5537031,train
5537173,train
5537177,test
5537179,test
5537183,train
5539006,train
5539172,val
5547009,train
5548010,train
5548011,val
5549006,test
5549007,train
5553173,test
5559003,train
5559005,test
5559176,train
5560032,val
5560035,train
5560186,train
5565030,train
5565031,train
5565032,test
5566031,train
5566173,test
5569008,train
5569009,train
5569010,val
5570010,train
5570011,train
5570012,val
5570030,train
5570031,train
5570033,train
5570034,val
5570203,val
5573009,val
5573033,val
5573183,val
5576030,test
5576031,test
5584030,train
5592005,train
5592006,val
5592007,train
5600005,train
5610005,test
5612008,train
5612009,train
5612181,train
5612183,train
5613011,train
5613012,train
5613013,train
5613182,train
5614004,test
5614005,test
5614170,test
5615010,train
5615011,test
5615181,val
5615183,val
5621005,val
5621006,train
5621007,test
5621008,train
5621009,train
5621170,test
5621171,test
5621177,test
5623006,val
5623007,val
5623008,train
5623009,train
5626010,test
5628006,train
5634188,test
5635031,val
5640032,test
5646006,train
5656011,train
5660005,train
5660006,train
5663032,val
5663034,train
5663181,val
5664003,val
5676007,train
5676176,train
5678004,train
5678030,val
5680004,train
5680005,test
5683007,train
5683008,test
5683031,val
5684006,train
5684030,train
5684034,train
5689006,train
5689007,train
5689009,test
5689010,train
5693011,val
5693030,train
5693032,train
5706009,test
5748006,train
5749006,test
5749030,train
5774030,train
5774170,test
5784004,val
5784005,val
5784173,test
5812009,train
5812010,test
5812013,train
5812033,train
5812175,train
5814005,train
5814030,test
5814031,train
5814032,val
5814033,train
5814034,val
5819004,train
5819005,train
5821007,train
5821008,train
5821170,val
5821172,train
5822175,train
5825175,train
5832003,train
5834173,train
5835183,train
5839030,test
5849008,train
5849031,train
5853033,test
5853034,train
5858179,val
5861003,train
5863033,train
5872005,train
5872006,val
5872031,train
5876004,val
5898005,test
5898006,train
5900004,test
5900006,val
5900007,train
5904032,val
5904033,train
5904182,train
5916007,test
5916008,test
5921003,test
5921004,val
5922010,train
5922013,train
5922030,val
5922038,train
5922170,test
5922171,train
5922194,train
5922210,train
5925030,val
5925033,train
5925170,train
5925175,train
5926004,train
5926005,val
5926006,val
5926171,val
5926174,val
5938031,test
5938170,train
5940003,train
5940030,val
5940178,test
5942009,test
5947172,train
5959177,val
5960007,train
5960008,test
5960033,train
5960034,test
5960181,test
5960188,test
5964004,val
5965177,train
5968004,train
5968005,train
5969006,val
5977007,val
5977030,train
5977173,train
5984030,val
5987188,train
5991003,val
5995005,train
5995006,test
5995030,train
6009004,test
6026005,train
6026172,train
6028008,train
6028032,val
6030005,test
6030007,train
6030008,train
6030033,train
6030177,val
6040008,train
6041004,train
6051184,train
6052005,train
6053006,train
6053031,val
6053175,test
6054030,train
6054031,train
6054186,test
6064004,train
6073004,train
6073030,test
6073031,train
6073173,test
6073176,test
6077004,val
6077174,val
6086003,test
6088031,train
6093006,train
6093007,val
6093010,train
6093011,train
6093170,val
6103007,val
6103008,val
6103179,train
6107008,val
6107030,train
6110030,train
6112031,train
6112200,test
6114182,test
6115011,train
6115015,train
6120195,val
6121011,train
6121013,train
6121030,train
6121033,train
6121034,train
6121035,val
6121180,test
6121196,test
6125030,train
6127004,test
6133171,test
6150004,train
6156008,test
6157003,val
6159003,train
6159005,train
6159030,test
6159175,train
6159176,test
6161007,test
6165006,val
6165177,train
6166012,test
6166014,test
6166033,train
6166038,test
6166046,train
6170004,train
6170005,train
6170006,train
6179003,test
6179170,train
6179173,train
6187010,test
6187011,test
6187012,train
6187173,test
6191004,train
6191006,val
6191007,val
6191179,test
6200010,test
6200011,test
6200175,train
6205010,train
6205031,train
6205177,test
6210007,val
6210008,train
6210179,test
6210183,val
6212002,val
6212003,train
6212030,val
6212031,train
6228030,val
6229005,train
6229006,train
6231031,train
6232030,train
6232032,val
6233009,train
6233032,test
6250007,train
6262030,val
6275007,train
6281179,train
6287032,train
6287033,val
6305007,test
6316004,train
6316006,train
6335008,train
6335010,train
6350007,test
6357030,train
6357031,val
6361006,train
6365008,train
6365009,train
6365010,train
6365011,train
6365177,train
6366004,train
6367031,train
6368007,val
6370009,train
6370031,val
6370032,train
6370033,val
6370181,val
6370186,train
6376004,train
6377005,test
6377170,train
6381004,train
6381006,train
6381007,test
6381008,test
6381181,train
6396003,train
6411003,val
6411170,train
6412003,train
6412170,train
6413010,train
6413035,train
6413190,train
6414031,test
6431004,val
6431008,val
6431194,train
6434004,train
6434171,train
6436031,test
6436033,train
6438005,train
6444003,train
6475006,train
6475007,train
6475010,train
6475030,train
6475031,val
6475032,val
6475170,test
6475190,train
6476174,val
6478008,test
6478030,train
6478173,train
6485008,train
6485009,train
6485010,train
6485012,test
6485031,test
6489002,val
6494003,train
6494185,test
6498006,train
6509004,test
6519007,val
6519030,test
